0003480a18bbdfd6b424beb0b9a05bfd031a96d3b7f3881b640d919542ebc233,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
0005366a012167ba7b73bdaf64c7f576c2c49fa2f35851f53a80577f2aa4c84b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
0005c79f0fe2242ddc5ffbb3abb5e3c4a53e5270eb99a8ec6a24f906eb42fd79,46c069b0b83ac1ed82195ca21340f3dbb9379c70751fe3185535b0417159ccee
00088437ea2971a17bce673df7f8a710b2eacd517e0907eaa4f1e8ec1de6050d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
000966360deb8089c43c14023882d11d015f9a15af5944b661d25db1022acaef,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
000aa42081521bf45e9ed7e44d75d0d0bf3641a2e7daee585db5d2359985b6e0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
000fae0fb893130624c3cd5bd5666696fc4dca2410633ea8e3879dbc3097315c,299226ba9946ba530650c441d47c1f9c8d8449c03151f88d773a292355a779e1
00119a0ec6045b13685f541e8a81ee7dc12422925404ffb1edde46c57f97cf28,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
00154768bf4a33bf6a5043d4d7ffc0968c862033fc68dabe0bbfd2b9d807603b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
001581ce409e9a1d333def0a2ed9143fcb0f6fc86e1c9fad3bd9a065ba06240f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
00193bbb45a620bef28672ddadba2c374e4821b71b94d6f34983a769ae34a750,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
001acbb15d9c69510c0817e6dde361bff098406fad182ab3c367f86ff3da8343,40388577ecdbcd043a71cdab3126478164fc4c6e2a7ad9f3f40e59632dd885d0
001c0718e26da72644be7b6a9412c3c3271d94f0cae0fa05a135d4fb6e153b6b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
001ece26f44985d50774933fa0c5d4da5cf084c19a31c1ecf1f18146ab7f1f2d,46c069b0b83ac1ed82195ca21340f3dbb9379c70751fe3185535b0417159ccee
00224c9f56df5002651d2be903dbef723d4d4423d24a4aa96076e4b8480e8d6e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
